titles,reviews,ratings
"
Midrange phone with flagship Price
","
Phone is okay okay. Phone comes without charger. Even if you buy a official charger , it takes 1.15hours to full charge. apps closes frequently.  If you are a moderate user you will not notice any problem but if you are more than just moderate user then it's not worth any penny. Camera is just okay not that good. Battery is okay for size.
",3
"
Top of the line but compromised battery
","
Pros : Best camera, display, speakers, UI, easily fits in hand, feels premium.Cons : Battery backup sucks and little bit heating issue.Edit : 29 March Update (decreasing 1 star)Weird yellow tint on display that appears time to time not always.Scrolling in many apps like whatsapp, youtube, twitter feels laggy at adaptive (120 Hz).Also adaptive brightness sometimes doesn't work properly. (All these issues exist even after replacement).
",3
"
Heats up too much & shuts apps one is working on like I was on a video call
","
It's a great looking & feeling phone except for the fast draining battery & over heating issue
",3
"
Worst Battery , best camera
","
Battery backup lasts only for a half day even on a standard 60hz refresh rate, low screen brightness, reduced background app usage and minimal apps installed. heats up faster with camera usage even for a minute.Camera is best.samsung could have made a better mobile for the price with less heat and more battery.
",3
"
S22
","
I will complete review after few days
",3
"
Very good hand set, worst battery life., just get drained in 5 hrs
","
Worst battery life, not able to last even for haft day. Need to replace hand ser ASAP or if don't have solution, refund my money.
",3
"
Great phone
","
Great flagship phone to have
",3
"
Battery life is not bad
","
Coming from S20FE, battery life is definitely not bad as per the comments. If you don't play games and just consume media, than it will last all day.Only time I faced battery problem was during traveling in low network areas which is the case with other phones as well.Pros - Compact phone with good finishCons - Low vibration, heard some speaker distortion
",4
"
All good except battery life
","
I like everything about this phone except the battery. For all the power that is wrapped up in this phone, it's really light weight and it's one of the few phones that you can operate in just one hand for almost all tasks and transactions. There is no lag in day to day operations and everything feels smooth. The interface is intuitive as is expected of a Samsung phone. Call quality is quite good and I've so far not had any drops even in low signal areas. The look and feel of the phone is premium. From the photos taken so far there is nothing yet that is disappointing. I'm not an avid gamer and thus yet to test the phone for playing games. The battery juices out quickly but better life can be extended by setting screen refresh rate to 60Hz and switching off notifications for unwanted apps. In standby mode, battery does last long. All in all, this phone ticks all the boxes for me. At the current sale price, totally recommended.
",4
"
Above average
","
Everything perfect camera quality is too good.Battery is not good not even one day .
",4
"
Phone is good but boasted 5G software is missing
","
Phone is good but boasted 5G Software is missing
",4
"
Nice mobile
","
Nice mobile perfect working camera supurp but continuously work overheating
",4
"
Comfact flagship
","
1. camera - 5/52. Display - 5/53. Speaker - 4/54. Battery - 1.5/5 (3 hr SOT)5. FEATURES - 4/56. SIZE - PERFECT7. Performance - 4/5
",4
"
Go for it
","
Comfortable sizeBeautiful one ui osFlagship processorAverage battery but fast 25w chargerStunning camerasSatisfying feel
",4
"
Top notch device at this price range
","
Awesome device with top notch quality. There are some heating issue and the battery performance is also not so good. Atleast Samsung should provide 4500mAh battery in this device also. Unable to find tempered glass for this device. Have seen some tempered glass online but don't know that the fingerprint & face recognition would work or not.
",4
